1,Hatchback,1
2,Saloon,1
3,Station Wagon,1
4,Coupe,1
5,Convertible,1
6,Roadster,1
7,MPV,1
8,City car,1
9,Sports car,1
10,Classic / Vintage,1
11,Car-derived van,2
12,Panel van,2
13,Box van,2
14,Luton van,2
15,Crew van,2
16,High-roof van,2
17,Refrigerated,2
18,Flatbed van,2
19,Tipper van,2
20,Box,3
21,Curtainside,3
22,Flatbed,3
23,Dropside,3
24,Articulated truck,3
25,Tipper truck,3
26,Tanker,3
27,Skip loader,3
28,Recovery truck,3
29,Refrigerated truck,3
30,Logging truck,3
31,Heavy haulage,3
32,Scooter,4
33,Moped,4
34,Standard bike,4
35,Cruiser,4
36,Superbike,4
37,Touring bike,4
38,Adventure,4
39,Off-road,4
40,Chopper,4
41,Quad bike,4
42,Single-deck bus,5
43,Double-deck bus,5
44,Midi bus,5
45,Coach,5
46,Bendy bus,5
47,School bus,5
48,Single cab pickup,6
49,Extended cab pickup,6
50,Double cab pickup,6
51,Flatbed pickup,6
52,Compact SUV,7
53,Mid-size SUV,7
54,Full-size SUV,7
55,Luxury SUV,7
56,Crossover (CUV),7
57,Pickup-based SUV,7
58,3-door 4x4,8
59,5-door 4x4,8
60,Agricultural tractor,9
61,Compact tractor,9
62,Row-crop tractor,9
63,Orchard tractor,9
64,Municipal tractor,9
65,Articulated 4WD tractor,9
66,Crawler tractor,9
67,Panel van conversion,10
68,Pop-top camper,10
69,High-roof camper,10
70,Micro camper,10
71,Coachbuilt motorhome,11
72,A-Class motorhome,11
73,Camper coach conversion,11
74,Expedition,11
75,Box trailer,12
76,Flatbed trailer,12
77,Car transporter,12
78,Plant trailer,12
79,Horsebox trailer,12
80,Tipper trailer,12
81,Boat trailer,12
82,Refrigerated trailer,12
83,Touring caravan,13
84,Static caravan,13
85,Twin-axle caravan,13
86,Pop-up caravan,13
87,Teardrop caravan,13
88,van,14
89,Medium van ,14
90,Large van,14
91,Pick-up,14
92,Luton,14
93,Chassis Cab,14
94,Dropside,14
95,Tipper,14
96,Box,14
97,Recovery,14
98,Ambulance,14
99,Standard minibus,15
100,Wheelchair-adapted,15
101,Crew minibus,15
